,Object,RelatedVerb,Toggleable,Breakable,Fillable,Dirtyable,UseUpable,Cookable,Sliceable,Openable,Pickupable,Moveable
0,alarm_clock,awaken,-0.047,0.031,0.041,-0.004,-0.071,0.003,0.035,0.116,0.121,-0.013
1,alarm_clock,ring,0.047,0.028,-0.068,-0.02,0.055,0.104,0.092,-0.033,-0.027,-0.032
2,alarm_clock,go_off,0.056,0.044,-0.041,-0.028,0.109,-0.035,-0.064,0.054,0.22,0.047
3,alarm_clock,clock_time,0.002,-0.003,0.007,-0.026,-0.023,0.087,-0.048,-0.103,0.007,0.009
4,alarm_clock,clock,0.115,0,0,0.02,-0.068,0.133,0.007,-0.026,-0.057,-0.01
5,alarm_clock,Average,0.0346,0.02,-0.0122,-0.0116,0.0004,0.0584,0.0044,0.0016,0.0528,0.0002
6,aluminum_foil,bake_things_in,-0.115,0.026,0.07,-0.03,0.021,0.622,0.182,0.072,0.025,-0.027
7,aluminum_foil,Average,-0.115,0.026,0.07,-0.03,0.021,0.622,0.182,0.072,0.025,-0.027
8,apple,eating,0.036,0.044,-0.055,0.028,0.001,0.107,0.059,-0.04,0.068,-0.022
9,apple,sate_hunger,-0.045,-0.064,0.003,-0.027,0.011,-0.024,-0.047,-0.031,-0.026,-0.027
10,apple,making_apple_pie,-0.008,-0.006,0.076,0.048,0.176,-0.041,-0.038,-0.004,0.139,0.032
11,apple,getting_good_carbs,-0.042,0.014,-0.007,0.02,0.088,0.125,-0.01,0.005,0.308,0.06
12,apple,getting_good_grades_from_a_teacher,-0.042,0.014,-0.007,0.02,0.088,0.125,-0.01,0.005,0.308,0.06
13,apple,Average,-0.0202,0.0004,0.002,0.0178,0.0728,0.0584,-0.0092,-0.013,0.1594,0.0206
14,arm_chair,sitting_in,0.042,-0.066,0.084,-0.009,0.03,0.044,0.02,0.035,0.143,-0.034
15,arm_chair,sitter,-0.036,-0.007,0.163,-0.014,-0.003,0.114,-0.045,-0.085,0.107,0.026
16,arm_chair,resting_in,0.021,0.07,-0.065,0.007,-0.014,-0.053,0.066,-0.063,0.002,0.075
17,arm_chair,sitting,-0.068,0.003,-0.014,0.048,-0.001,-0.045,-0.075,-0.025,-0.009,0.058
18,arm_chair,seat,-0.045,-0.007,0.038,0.068,0.063,-0.005,-0.037,0.056,0.03,0.027
19,arm_chair,Average,-0.0172,-0.0014,0.0412,0.02,0.015,0.011,-0.0142,-0.0164,0.0546,0.0304
20,baseball_bat,hit_a_baseball,0.011,0.081,-0.05,0.053,0.048,0.04,-0.005,-0.085,0.099,0.042
21,baseball_bat,kill_somebody,0.25,-0.013,-0.046,-0.082,0.245,-0.015,0.049,-0.057,0.006,0.057
22,baseball_bat,Average,0.1305,0.034,-0.048,-0.0145,0.1465,0.0125,0.022,-0.071,0.0525,0.0495
23,basketball,throw,-0.039,0.114,-0.006,0.066,0.036,0.035,0.051,-0.01,0.044,0.067
24,basketball,bounc,-0.027,0.028,0.114,-0.031,0.025,-0.031,-0.014,-0.079,0.069,0.101
25,basketball,making_a_basket,-0.008,-0.006,0.076,0.048,0.176,-0.041,-0.038,-0.004,0.139,0.032
26,basketball,spin_on_a_finger,-0.013,-0.027,-0.011,-0.011,-0.005,0.106,0.077,-0.047,0.102,-0.006
27,basketball,passing,-0.026,0.04,0.13,0.007,-0.037,-0.055,-0.013,-0.047,-0.014,0.082
28,basketball,Average,-0.0226,0.0298,0.0606,0.0158,0.039,0.0028,0.0126,-0.0374,0.068,0.0552
29,bathtub,bathing,-0.02,0.085,-0.047,0.116,0.074,0.04,0.003,-0.046,-0.04,-0.021
30,bathtub,take_a_bath_in,0.065,0.015,-0.016,0.107,0.106,0.015,-0.006,0.004,0.275,0.129
31,bathtub,soak_in,-0.109,-0.064,0.032,0.064,0.016,-0.007,0.058,-0.041,0.153,-0.018
32,bathtub,soaking_in,-0.049,-0.079,-0.06,0.249,-0.066,-0.138,0.051,0.016,-0.041,-0.121
33,bathtub,take_a_warm_bath,0.065,0.015,-0.016,0.107,0.106,0.015,-0.006,0.004,0.275,0.129
34,bathtub,Average,-0.0096,-0.0056,-0.0214,0.1286,0.0472,-0.015,0.02,-0.0126,0.1244,0.0196
35,bathtub_basin,,0,0,0,0,0,0,0,0,0,0
36,bathtub_basin,Average,0,0,0,0,0,0,0,0,0,0
37,bed,have_sex,-0.014,-0.041,0.064,0.018,0.116,-0.046,-0.013,0.015,0.207,0.035
38,bed,Resting_on,0,0,0,0,0,0,0,0,0,0
39,bed,making_love,-0.008,-0.006,0.076,0.048,0.176,-0.041,-0.038,-0.004,0.139,0.032
40,bed,fucking_in,0.092,0.025,0.062,0.231,0.11,0.001,0.078,0.043,0.01,-0.03
41,bed,lie_down,0.104,-0.07,-0.071,0,0.016,0.031,-0.048,-0.018,0.019,-0.011
42,bed,Average,0.0348,-0.0184,0.0262,0.0594,0.0836,-0.011,-0.0042,0.0072,0.075,0.0052
43,blinds,keep_out_light_from_houses,0.021,-0.057,-0.021,0.026,0.088,-0.036,-0.041,0.001,0.144,0.031
44,blinds,cover_your_window,-0.023,-0.025,0.007,0.006,0.036,0.091,0.036,0.003,0.096,-0.029
45,blinds,Average,-0.001,-0.041,-0.007,0.016,0.062,0.0275,-0.0025,0.002,0.12,0.001
46,book,learning,0.031,-0.011,-0.088,0.037,0.069,0.095,0.007,0.038,0.015,0.079
47,book,entertainment,-0.023,0.085,-0.011,-0.108,-0.017,0.088,0.043,-0.02,-0.008,0.048
48,book,studying,0.001,0.066,-0.064,0.005,-0.037,-0.042,0.019,-0.005,-0.014,0.005
49,book,education,0.047,0.037,-0.122,-0.058,-0.021,0.051,0.064,-0.011,-0.069,0.088
50,book,learn,-0.007,0.036,-0.039,0.099,0.076,0.069,-0.004,0.054,0.167,0.02
51,book,Average,0.0098,0.0426,-0.0648,-0.005,0.014,0.0522,0.0258,0.0112,0.0182,0.048
52,boots,keep_your_feet_warm,-0.021,-0.026,0.019,0.056,0.078,-0.003,-0.08,-0.015,0.193,0.022
53,boots,Average,-0.021,-0.026,0.019,0.056,0.078,-0.003,-0.08,-0.015,0.193,0.022
54,bottle,storing_liquids,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
55,bottle,storing_liquid,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
56,bottle,hold,0.026,0.069,0.033,-0.001,0.007,0.082,0.013,0.164,0.058,0.062
57,bottle,drinking_from,0.02,0.011,0.007,0.045,0.076,-0.115,-0.09,-0.06,-0.007,-0.023
58,bottle,holding_juice,0.011,-0.004,-0.026,0.024,0.045,0.007,0.041,0.038,0.114,0.06
59,bottle,Average,0.0126,-0.0068,-0.0092,0.0144,0.0708,0.0108,-0.0124,0.0528,0.033,0.0398
60,bowl,hold_Cream_of_Wheat,0.035,-0.009,0.034,0.105,-0.009,0.004,-0.047,-0.045,0.211,0.014
61,bowl,have_an_athletic_event,-0.014,-0.041,0.064,0.018,0.116,-0.046,-0.013,0.015,0.207,0.035
62,bowl,hold_relish,0.035,-0.009,0.034,0.105,-0.009,0.004,-0.047,-0.045,0.211,0.014
63,bowl,hold_marinades,0.035,-0.009,0.034,0.105,-0.009,0.004,-0.047,-0.045,0.211,0.014
64,bowl,hold_cereal,0.035,-0.009,0.034,0.105,-0.009,0.004,-0.047,-0.045,0.211,0.014
65,bowl,Average,0.0252,-0.0154,0.04,0.0876,0.016,-0.006,-0.0402,-0.033,0.2102,0.0182
66,box,storing_something_in,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
67,box,packing,-0.117,0.054,-0.043,-0.058,-0.09,0.033,-0.045,-0.006,0.087,0.088
68,box,storage,0.001,-0.056,0.031,-0.024,0.126,0.064,-0.035,0.054,0.028,0.227
69,box,holding_things,0.011,-0.004,-0.026,0.024,0.045,0.007,0.041,0.038,0.114,0.06
70,box,accommodate,-0.049,-0.016,0.087,-0.044,-0.007,0.057,-0.014,0.124,0.165,0.081
71,box,Average,-0.0302,-0.0154,0.0038,-0.02,0.0374,0.0402,-0.0132,0.0542,0.0788,0.1012
72,bread,eating,0.036,0.044,-0.055,0.028,0.001,0.107,0.059,-0.04,0.068,-0.022
73,bread,sandwiches,-0.009,0.072,-0.004,-0.066,-0.103,0.044,0.274,0.031,0.025,0.043
74,bread,baking,-0.12,0.079,0.036,-0.036,-0.066,0.447,0.187,-0.008,-0.039,-0.049
75,bread,buttering,-0.022,0.136,0.066,-0.065,-0.02,0.117,0.261,-0.068,-0.109,0.024
76,bread,drying_to_make_stuffing,-0.021,0.004,0.033,0.131,0.068,0.109,-0.027,-0.023,0.024,-0.056
77,bread,Average,-0.0272,0.067,0.0152,-0.0016,-0.024,0.1648,0.1508,-0.0216,-0.0062,-0.012
78,butter_knife,spreading_butter_on_bread,-0.042,0.044,0.012,0.044,-0.021,-0.06,0.101,0.118,0.007,0.076
79,butter_knife,Average,-0.042,0.044,0.012,0.044,-0.021,-0.06,0.101,0.118,0.007,0.076
80,cabinet,store_objects,0.079,-0.029,0.157,-0.023,0.078,0.007,-0.022,0.162,-0.028,0.054
81,cabinet,storage,0.001,-0.056,0.031,-0.024,0.126,0.064,-0.035,0.054,0.028,0.227
82,cabinet,store_household_items,0.079,-0.029,0.157,-0.023,0.078,0.007,-0.022,0.162,-0.028,0.054
83,cabinet,write_or_draw,-0.086,0.052,0.001,0.047,0.041,0.078,0.02,-0.062,-0.005,0.02
84,cabinet,finding_in_bathrooms,-0.004,0.078,0.003,0.016,0.07,0.006,-0.026,0.064,0.014,0.051
85,cabinet,Average,0.0138,0.0032,0.0698,-0.0014,0.0786,0.0324,-0.017,0.076,-0.0038,0.0812
86,candle,light_a_room,0.126,0.057,0.064,0.017,-0.018,-0.058,0.058,-0.004,-0.08,0.092
87,candle,luminosity,0.111,-0.034,0.009,-0.016,0.072,0.056,0.018,0.018,0.009,0.034
88,candle,light,0.048,0.091,0.042,0.056,0.01,0.041,0.085,0.08,-0.022,0.068
89,candle,light,0.048,0.091,0.042,0.056,0.01,0.041,0.085,0.08,-0.022,0.068
90,candle,provide_light,-0.09,0.055,0.097,0.058,-0.004,0.137,-0.013,0.08,0.014,0.035
91,candle,Average,0.0486,0.052,0.0508,0.0342,0.014,0.0434,0.0466,0.0508,-0.0202,0.0594
92,cd,listening_to_music,-0.067,0.012,0.021,-0.015,-0.053,-0.089,0.035,0.046,-0.066,-0.012
93,cd,storing_information,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
94,cd,storing_data,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
95,cd,writing_data_optically_with_a_laser,-0.09,0.047,0.002,0.076,0.005,0.012,-0.021,-0.062,-0.056,0.032
96,cd,distribution_of_music,0.039,0.062,0.128,-0.002,0.017,-0.054,-0.023,-0.054,0.012,-1
97,cd,Average,-0.0224,0.0022,0.0182,0.0126,0.039,-0.0102,-0.007,0.0104,-0.022,-0.176
98,cell_phone,communication,0.036,0.135,0.007,-0.075,0.044,0.014,-0.007,0.048,0.092,0.053
99,cell_phone,Average,0.036,0.135,0.007,-0.075,0.044,0.014,-0.007,0.048,0.092,0.053
100,chair,resting,0.021,0.07,-0.065,0.007,-0.014,-0.053,0.066,-0.063,0.002,0.075
101,chair,people,0.017,0.006,0.03,0.039,0.099,0.015,-0.063,0.106,-0.072,-0.008
102,chair,seat,-0.045,-0.007,0.038,0.068,0.063,-0.005,-0.037,0.056,0.03,0.027
103,chair,electrocuting_the_condemend,0.091,-0.032,-0.027,-0.024,0.042,0.016,0.007,-0.03,-0.086,-0.003
104,chair,offer_hospitality,-0.021,0.053,0.051,-0.097,0.072,-0.004,0.039,0.168,0.102,0.095
105,chair,Average,0.0126,0.018,0.0054,-0.0014,0.0524,-0.0062,0.0024,0.0474,-0.0048,0.0372
106,cloth,clean,-0.06,0.072,0.047,0.434,0.033,0.172,0.071,0.146,0.114,0.108
107,cloth,make_clothing,-0.066,-0.007,0.029,0.005,0.001,-0.006,0.003,-0.004,0.267,-0.036
108,cloth,cleaning_something,-0.071,0.04,-0.027,0.23,0.048,0.134,-0.003,-0.038,0.197,-0.032
109,cloth,dry_dishes,0.039,-0.021,0.097,-0.052,0.036,0.03,-0.034,-0.06,-0.026,-0.021
110,cloth,clothing,0.006,0.027,-0.046,0.036,-0.05,0.025,-0.059,0.015,-0.048,0.046
111,cloth,Average,-0.0304,0.0222,0.02,0.1306,0.0136,0.071,-0.0044,0.0118,0.1008,0.013
112,coffee_machine,,0,0,0,0,0,0,0,0,0,0
113,coffee_machine,Average,0,0,0,0,0,0,0,0,0,0
114,coffee_table,make_love,-0.048,-0.031,0.049,0.047,0.069,-0.006,-0.052,-0.024,0.312,-0.047
115,coffee_table,putting_magazines_on,0.047,-0.057,0.003,0.026,0.073,-0.034,0.092,-0.004,0.054,0.017
116,coffee_table,place_magazines_on,-0.017,-0.029,0.128,0.03,0.058,-0.043,-0.018,0.016,0.101,-0.021
117,coffee_table,display_large_books,0.254,-0.004,-0.036,-0.039,0.118,-0.001,0.05,0.107,-0.036,0.048
118,coffee_table,placing_coffee,0.054,-0.002,-0.018,-0.042,-0.042,-0.033,0.02,-0.011,0.049,0.101
119,coffee_table,Average,0.058,-0.0246,0.0252,0.0044,0.0552,-0.0234,0.0184,0.0168,0.096,0.0196
120,counter_top,,0,0,0,0,0,0,0,0,0,0
121,counter_top,Average,0,0,0,0,0,0,0,0,0,0
122,credit_card,renting_a_car,-0.064,0.151,0.423,-0.023,0.054,0.014,0.04,-0.014,0.074,0.123
123,credit_card,buy_gas,0.021,0.047,0.061,-0.063,0.07,-0.025,0.102,0.022,0.115,0.109
124,credit_card,purchasing_things,-0.062,-0.056,0.247,-0.102,0.094,0.008,0.019,-0.066,0.123,0.072
125,credit_card,shop,0.056,-0.006,0.046,-0.028,0,-0.02,0.054,0.109,0.046,-0.034
126,credit_card,buy_something_without_cash,0.021,0.047,0.061,-0.063,0.07,-0.025,0.102,0.022,0.115,0.109
127,credit_card,Average,-0.0056,0.0366,0.1676,-0.0558,0.0576,-0.0096,0.0634,0.0146,0.0946,0.0758
128,cup,drinking,0.054,0.058,-0.041,-0.009,0.013,-0.096,-0.018,-0.041,0.014,-0.031
129,cup,measuring_liquids,0.001,0.004,0.059,0.018,0.085,-0.002,0.057,-0.033,0.005,-0.073
130,cup,hold,0.026,0.069,0.033,-0.001,0.007,0.082,0.013,0.164,0.058,0.062
131,cup,drinking_coffee,-0.044,0.055,-0.021,0.07,0.073,-0.06,-0.049,-0.066,0.052,-0.045
132,cup,hold_coffee,0.035,-0.009,0.034,0.105,-0.009,0.004,-0.047,-0.045,0.211,0.014
133,cup,Average,0.0144,0.0354,0.0128,0.0366,0.0338,-0.0144,-0.0088,-0.0042,0.068,-0.0146
134,curtains,covering_a_window,-0.022,0.051,0.082,0.085,0.055,0.02,-0.034,0.128,-0.071,-0.023
135,curtains,get_some_privacy,0.031,-0.023,0.029,0.086,0.127,-0.01,-0.07,-0.067,0.285,-0.053
136,curtains,cover_your_window,-0.023,-0.025,0.007,0.006,0.036,0.091,0.036,0.003,0.096,-0.029
137,curtains,darken,0.034,0.024,-0.029,0.05,0.139,0.041,0.048,0.098,0,-0.021
138,curtains,privacy,0,0.087,-0.07,-0.042,0.167,-0.021,0.006,0.051,0.008,-0.063
139,curtains,Average,0.004,0.0228,0.0038,0.037,0.1048,0.0242,-0.0028,0.0426,0.0636,-0.0378
140,desk,working,0.075,-0.037,-0.031,0.02,0.049,0.062,-0.022,0.043,-0.061,0.03
141,desk,write,-0.113,0.069,0.044,0.089,-0.007,0.059,0.072,-0.025,-0.068,0.002
142,desk,work,0.015,-0.018,-0.014,0.03,0.065,0.07,0,-0.019,-0.03,0.103
143,desk,sitting_at_it_in_school,0.042,-0.066,0.084,-0.009,0.03,0.044,0.02,0.035,0.143,-0.034
144,desk,filing,-0.047,-0.033,0.075,0.001,-0.076,0.017,0.016,0.124,-0.053,0.086
145,desk,Average,-0.0056,-0.017,0.0316,0.0262,0.0122,0.0504,0.0172,0.0316,-0.0138,0.0374
146,desk_lamp,,0,0,0,0,0,0,0,0,0,0
147,desk_lamp,Average,0,0,0,0,0,0,0,0,0,0
148,desktop,,0,0,0,0,0,0,0,0,0,0
149,desktop,Average,0,0,0,0,0,0,0,0,0,0
150,dining_table,eat_dinner,-0.039,0.053,-0.014,0.072,0.013,0.103,0.016,-0.007,0.043,0.032
151,dining_table,playing_games_on,0.039,0.02,-0.049,0.062,-0.009,-0.036,-0.011,0.042,0.067,0.002
152,dining_table,sitting_around_with_your_family,0.042,-0.066,0.084,-0.009,0.03,0.044,0.02,0.035,0.143,-0.034
153,dining_table,serving_dinner,0.022,0.057,-0.056,0.019,0.118,0.15,0.155,0.063,0.025,-0.021
154,dining_table,eat_dinnner,-0.039,0.053,-0.014,0.072,0.013,0.103,0.016,-0.007,0.043,0.032
155,dining_table,Average,0.005,0.0234,-0.0098,0.0432,0.033,0.0728,0.0392,0.0252,0.0642,0.0022
156,dish_sponge,cleaning,-0.136,0.073,0.102,0.327,-0.004,0.148,-0.071,-0.001,0.143,0.057
157,dish_sponge,Average,-0.136,0.073,0.102,0.327,-0.004,0.148,-0.071,-0.001,0.143,0.057
158,dog_bed,,0,0,0,0,0,0,0,0,0,0
159,dog_bed,Average,0,0,0,0,0,0,0,0,0,0
160,drawer,storing_socks,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
161,drawer,storing_things,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
162,drawer,hold_things,0.035,-0.009,0.034,0.105,-0.009,0.004,-0.047,-0.045,0.211,0.014
163,drawer,store,0.104,-0.085,0.027,-0.046,0.041,0.01,0.037,0.121,-0.002,0.02
164,drawer,segregated_storage,0.034,0.081,-0.084,0.066,0.026,-0.037,0.054,0.091,-0.02,0.095
165,drawer,Average,0.0358,-0.0246,-0.0166,0.0258,0.0568,0.0114,0.0036,0.0578,0.0378,0.0458
166,dresser,storing_clothing,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
167,dresser,holding_clothes,0.011,-0.004,-0.026,0.024,0.045,0.007,0.041,0.038,0.114,0.06
168,dresser,storing_clothes,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
169,dresser,store_crockery,0.079,-0.029,0.157,-0.023,0.078,0.007,-0.022,0.162,-0.028,0.054
170,dresser,storing_items_of_clothing,0.003,-0.055,-0.03,0.002,0.113,0.04,-0.013,0.061,0,0.05
171,dresser,Average,0.0198,-0.0396,0.0082,0.0014,0.0924,0.0268,-0.004,0.0766,0.0172,0.0528
172,dumbbell,,0,0,0,0,0,0,0,0,0,0
173,dumbbell,Average,0,0,0,0,0,0,0,0,0,0
174,egg,food,-0.039,-0.001,-0.012,0.012,0.008,0.27,-0.034,0.013,0.008,0.115
175,egg,rolling_on_the_White_House_lawn,-0.039,-0.009,-0.008,0.074,0.042,0.023,0.164,-0.053,0.008,0.058
176,egg,make_breakfast,0.058,-0.043,0.034,0.017,-0.017,0.01,0.005,0.059,0.075,-0.072
177,egg,procreation_of_a_bird,0.05,-0.038,-0.023,-0.046,0.008,-0.004,0.036,-0.063,-0.008,-0.005
178,egg,throwing,-0.028,0.035,-0.027,0.002,0.023,-0.042,0.017,-0.019,-0.02,-0.009
179,egg,Average,0.0004,-0.0112,-0.0072,0.0118,0.0128,0.0514,0.0376,-0.0126,0.0126,0.0174
180,faucet,get_water,-0.025,0.048,0.026,0.111,0.138,0.036,0.004,0.034,0.389,0.079
181,faucet,directing_the_flow_of_water,0.012,0.017,0.038,0.009,-0.036,0.021,0.016,-0.026,0.015,-0.041
182,faucet,drink_water,0.045,-0.049,0.036,-0.038,0.067,0.004,0.01,-0.026,0.041,-0.025
183,faucet,running_water,0.02,-0.048,0.13,-0.005,0.04,-0.032,-0.063,-0.012,0.169,-0.04
184,faucet,draw_water,0.066,-0.03,0,-0.05,0.036,-0.02,0.029,0.163,0.044,0.054
185,faucet,Average,0.0236,-0.0124,0.046,0.0054,0.049,0.0018,-0.0008,0.0266,0.1316,0.0054
186,floor,walk,-0.019,0.016,0.01,0.017,-0.003,0.056,-0.012,0.03,0.014,0.142
187,floor,walking_on,-0.004,0.023,0.026,-0.024,0.044,0.011,-0.007,0.015,0.096,0.019
188,floor,sit_on,-0.025,0.054,0.005,0.093,-0.02,-0.002,-0.06,0.01,0.228,0.063
189,floor,standing_on,-0.186,0.099,-0.078,-0.029,0.015,-0.018,-0.02,-0.058,-0.027,-0.067
190,floor,walk_on,0.007,-0.046,0.1,0.016,0.094,-0.05,-0.032,-0.002,0.133,-0.041
191,floor,Average,-0.0454,0.0292,0.0126,0.0146,0.026,-0.0006,-0.0262,-0.001,0.0888,0.0232
192,floor_lamp,,0,0,0,0,0,0,0,0,0,0
193,floor_lamp,Average,0,0,0,0,0,0,0,0,0,0
194,foot_stool,elevating_your_feet,0.05,0.029,-0.042,-0.024,-0.011,-0.052,-0.023,0.037,0.058,0.03
195,foot_stool,standing_on,-0.186,0.099,-0.078,-0.029,0.015,-0.018,-0.02,-0.058,-0.027,-0.067
196,foot_stool,resting_the_feet,0.021,0.07,-0.065,0.007,-0.014,-0.053,0.066,-0.063,0.002,0.075
197,foot_stool,stand_on,0.034,0.03,0.026,-0.037,0.039,-0.015,-0.087,0.049,0.16,0.009
198,foot_stool,a_child_to_sit_upon,-0.051,-0.006,-0.061,-0.005,-0.062,-0.009,-0.004,0.062,-0.007,0.021
199,foot_stool,Average,-0.0264,0.0444,-0.044,-0.0176,-0.0066,-0.0294,-0.0136,0.0054,0.0372,0.0136
200,fork,eating_food,0.005,0.062,-0.053,0.004,0.106,0.049,0.01,-0.043,0.051,0.031
201,fork,eat_a_meal,-0.039,0.053,-0.014,0.072,0.013,0.103,0.016,-0.007,0.043,0.032
202,fork,eat_dinner,-0.039,0.053,-0.014,0.072,0.013,0.103,0.016,-0.007,0.043,0.032
203,fork,picking_up_food,0.063,-0.004,0.043,0.063,-0.006,-0.053,0.034,-0.002,0.59,0.011
204,fork,eat_food,-0.039,0.053,-0.014,0.072,0.013,0.103,0.016,-0.007,0.043,0.032
205,fork,Average,-0.0098,0.0434,-0.0104,0.0566,0.0278,0.061,0.0184,-0.0132,0.154,0.0276
206,fridge,refrigeration,-0.002,0.035,0.006,-0.008,-0.038,0.15,-0.03,0.012,0.066,0.077
207,fridge,Average,-0.002,0.035,0.006,-0.008,-0.038,0.15,-0.03,0.012,0.066,0.077
208,garbage_bag,containing_garbage,0.039,0.001,-0.088,-0.017,0.081,-0.034,-0.065,0.059,-0.048,-0.052
209,garbage_bag,Average,0.039,0.001,-0.088,-0.017,0.081,-0.034,-0.065,0.059,-0.048,-0.052
210,hand_towel,,0,0,0,0,0,0,0,0,0,0
211,hand_towel,Average,0,0,0,0,0,0,0,0,0,0
212,hand_towel_holder,,0,0,0,0,0,0,0,0,0,0
213,hand_towel_holder,Average,0,0,0,0,0,0,0,0,0,0
214,house_plant,,0,0,0,0,0,0,0,0,0,0
215,house_plant,Average,0,0,0,0,0,0,0,0,0,0
216,kettle,boil_water,-0.056,-0.011,-0.007,0.03,0.022,0.324,-0.09,-0.027,0.053,-0.048
217,kettle,making_tea,-0.008,-0.006,0.076,0.048,0.176,-0.041,-0.038,-0.004,0.139,0.032
218,kettle,heating_water,-0.059,0.013,0.082,-0.022,-0.039,-0.012,-0.099,0.062,0.04,-0.042
219,kettle,hold,0.026,0.069,0.033,-0.001,0.007,0.082,0.013,0.164,0.058,0.062
220,kettle,boil,-0.006,0.009,0.06,-0.02,0.023,0.441,0.019,-0.01,-0.011,-0.085
221,kettle,Average,-0.0206,0.0148,0.0488,0.007,0.0378,0.1588,-0.039,0.037,0.0558,-0.0162
222,key_chain,keep_keys_together,-0.021,-0.026,0.019,0.056,0.078,-0.003,-0.08,-0.015,0.193,0.022
223,key_chain,hold_your_keys,0.035,-0.009,0.034,0.105,-0.009,0.004,-0.047,-0.045,0.211,0.014
224,key_chain,keeping_keys_together,-0.1,0.038,0.038,0.054,0.101,0.015,-0.082,-0.057,0.091,-0.08
225,key_chain,holding_keys,0.011,-0.004,-0.026,0.024,0.045,0.007,0.041,0.038,0.114,0.06
226,key_chain,easily_locate_a_set_of_keys,0.072,0.073,-0.078,-0.009,0.169,0.029,0.027,-0.028,0.043,0.127
227,key_chain,Average,-0.0006,0.0144,-0.0026,0.046,0.0768,0.0104,-0.0282,-0.0214,0.1304,0.0286
228,knife,stabbing,-0.008,-0.022,0.046,-0.05,0.079,0.076,0.174,0.05,-0.072,0.03
229,knife,butter,-0.006,0.086,0.066,-0.058,0.063,0.146,0.213,-0.07,-0.13,0.042
230,knife,cutting_food,-0.023,0.008,-0.009,-0.023,0.051,-0.09,-0.049,-0.004,-0.01,0.064
